,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
573,Total Fitness V-Up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,
574,MetaBurn Alternating Knee-to-Elbow Mountain Climber,,Strength,Abdominals,Body Only,Intermediate,,
575,Alternating sit-through with crunch-,"The alternating sit-through with crunch is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you perform a crunch. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",Strength,Abdominals,Body Only,Intermediate,,
576,MetaBurn Alternating Toe-Touch,,Strength,Abdominals,Body Only,Intermediate,,
577,MetaBurn Janda Sit-Up,,Strength,Abdominals,Body Only,Intermediate,,
578,MetaBurn Oblique Roll Crunch,,Strength,Abdominals,Body Only,Intermediate,,
579,MetaBurn Plank Jack,,Strength,Abdominals,Body Only,Intermediate,,
580,MetaBurn Plank To Alternating Side Plank,,Strength,Abdominals,Body Only,Intermediate,,
581,MetaBurn Plank Up-Down,,Strength,Abdominals,Body Only,Intermediate,,
582,MetaBurn Plank Wiper,,Strength,Abdominals,Body Only,Intermediate,,
583,MetaBurn Plank With Alternating Toe-Touch,,Strength,Abdominals,Body Only,Intermediate,,
584,MetaBurn Plyo Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
585,MetaBurn Psycho Crunch,,Strength,Abdominals,Body Only,Intermediate,,
586,MetaBurn Scapular Retraction Plank,,Strength,Abdominals,Body Only,Intermediate,,
587,MetaBurn Scapular Retraction Plank Hold,,Strength,Abdominals,Body Only,Intermediate,,
588,MetaBurn Scorpion,,Strength,Abdominals,Body Only,Intermediate,,
589,MetaBurn Side Crawler,,Strength,Abdominals,Body Only,Intermediate,,
590,MetaBurn Side Plank Oblique Crunch,,Strength,Abdominals,Body Only,Intermediate,,
591,MetaBurn Sit-Through,,Strength,Abdominals,Body Only,Intermediate,,
592,MetaBurn Sit-Up To V-Up,,Strength,Abdominals,Body Only,Intermediate,,
593,MetaBurn Sit-Up With Rotation,,Strength,Abdominals,Body Only,Intermediate,,
594,MetaBurn Split-Leg Crunch,,Strength,Abdominals,Body Only,Intermediate,,
595,MetaBurn Tabletop Hip Thrust,,Strength,Abdominals,Body Only,Intermediate,,
596,MetaBurn Tabletop With Russian Kick,,Strength,Abdominals,Body Only,Intermediate,,
597,MetaBurn Toe Driver Abs,,Strength,Abdominals,Body Only,Intermediate,,
598,MetaBurn-V-Up,,Strength,Abdominals,Body Only,Intermediate,,
599,X-body V-up,"The X-body V-up is a bodyweight abdominal exercise performed on the floor. It is similar to the popular V-up exercise, but is performed with the arms and legs out wide in an X-shape. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout.",Strength,Abdominals,Body Only,Intermediate,,
600,MetaBurn Swivel Crunch,,Strength,Abdominals,Body Only,Intermediate,,
601,Robertson Core-Engaged Dead Bug,,Strength,Abdominals,Body Only,Intermediate,,
602,FYR2 Double-Under,,Strength,Abdominals,Body Only,Intermediate,,
603,FYR2 Fire Feet with Burpee Tuck Jump Drill,,Strength,Abdominals,Body Only,Intermediate,,
604,FYR2 Flutter Kick,,Strength,Abdominals,Body Only,Intermediate,,
605,FYR2 Half-Moon,,Strength,Abdominals,Body Only,Intermediate,,
