,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1126,Dumbbell push-up row,"The dumbbell push-up row combines pressing, rowing, and core stabilization into a single sequence. It's popular in time-efficient strength and muscle-building workouts.",Strength,Chest,Dumbbell,Intermediate,,
1127,TBS Dumbbell Incline Press,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Chest,Dumbbell,Intermediate,,
1128,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Chest,Dumbbell,Intermediate,,
1129,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Chest,Dumbbell,Intermediate,,
1130,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,Dumbbell,Intermediate,,
1131,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,Dumbbell,Intermediate,,
1132,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,Dumbbell,Intermediate,,
1133,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,Dumbbell,Intermediate,,
1134,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Chest,Dumbbell,Intermediate,,
1135,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Chest,Dumbbell,Intermediate,,
