,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
790,MetaBurn Dumbbell Drag Curl,,Strength,Biceps,Dumbbell,Intermediate,,
791,MetaBurn Hammer Curl to Overhead Press,,Strength,Biceps,Dumbbell,Intermediate,,
792,MetaBurn Biceps Curl To Lateral Raise,,Strength,Biceps,Dumbbell,Intermediate,,
793,FYR2 Alternating Dumbbell Curl,,Strength,Biceps,Dumbbell,Intermediate,,
794,FYR2 Pulse Biceps Curl,,Strength,Biceps,Dumbbell,Intermediate,,
795,FYR2 Seesaw Dumbbell Biceps Curl,,Strength,Biceps,Dumbbell,Intermediate,,
796,FYR2 Single-Dumbbell Biceps Curl,,Strength,Biceps,Dumbbell,Intermediate,,
797,FYR2 Dumbbell Curl-Row Complex,,Strength,Biceps,Dumbbell,Intermediate,,
798,30 Arms Standing Dumbbell Hammer Curl 21s,,Strength,Biceps,Dumbbell,Intermediate,,
799,30 Arms Standing Biceps Curl,,Strength,Biceps,Dumbbell,Intermediate,,
800,30 Arms Standing Alternating Hammer Curl,,Strength,Biceps,Dumbbell,Intermediate,,
801,30 Arms Standing Alternating Biceps Curl,,Strength,Biceps,Dumbbell,Intermediate,,
802,30 Arms Single-Arm Hammer Preacher Curl,,Strength,Biceps,Dumbbell,Intermediate,,
803,30 Arms Single-Arm Dumbbell Preacher Curl,,Strength,Biceps,Dumbbell,Intermediate,,
804,30 Arms Seated Dumbbell Concentration Curl,,Strength,Biceps,Dumbbell,Intermediate,,
805,30 Arms Seated Biceps Curl,,Strength,Biceps,Dumbbell,Intermediate,,
806,30 Arms Seated Alternating Biceps Curl,,Strength,Biceps,Dumbbell,Intermediate,,
807,30 Arms Incline Hammer Curl,,Strength,Biceps,Dumbbell,Intermediate,,
808,30 Arms Incline Dumbbell Triceps Extension,,Strength,Biceps,Dumbbell,Intermediate,,
809,30 Arms Hammer Curl,,Strength,Biceps,Dumbbell,Intermediate,,
810,Reverse Plate Curls,,Strength,Biceps,Other,Beginner,7.2,Average
811,Standing Biceps Stretch,,Stretching,Biceps,Other,Beginner,7.1,Average
812,Suspended Curl,,Strength,Biceps,Other,Beginner,0.0,Average
813,Plate hammer curl,"The plate hammer curl is an exercise that targets the long head of the biceps as well as the brachialis and brachioradialis muscles. Typically hammer curls are done with dumbbells, but in this case, holding a weight plate places the hands in the same neutral position.",Strength,Biceps,Other,Beginner,0.0,Average
814,Barbell spider curl,"The barbell spider curl is an exercise targeting the biceps and performed face down on either an incline bench or on the flat side of a preacher bench. The vertical bench angle helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Biceps,Other,Intermediate,,
815,Barbell forehead curl,"The barbell forehead curl is a classic movement from the Golden Age of bodybuilding and is often associated with Dave ""The Blond Bomber"" Draper. The barbell is brought up to your forehead instead of to your chest, emphasizing the squeeze and peak contraction. It is usually performed for moderate to high reps, such as 8-12 reps per set.",Strength,Biceps,Other,Intermediate,,
816,Overhead cable curl,"Also known as a crucifix curl, the overhead cable curl is a biceps-focused exercise performed between two cable stacks, using a pair of D-handles. The arms and elbows are held at shoulder height throughout the movement, and both hands curl in toward the ears. This position is designed to eliminate shoulder involvement and momentum, while targeting the biceps peak. This movement is generally done for moderate to high reps, such as 8-12 reps per set or more, as part of arm-focused training.",Strength,Biceps,Cable,Intermediate,9.0,Average
