,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2348,Holman Squat Tap to Jump-Forward-Jump-Back,,Strength,Quadriceps,Body Only,Intermediate,,
2349,Holman Squat Hip Drive,,Strength,Quadriceps,Body Only,Intermediate,,
2350,Holman Alternating Double Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2351,Holman Right Reverse Lunge to Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2352,Holman Right Leg Forward Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2353,Holman Right Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2354,Holman Left Reverse Lunge to Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2355,Holman Left Leg Forward Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2356,Holman Left Side Diagonal Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
2357,Holman Left Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2358,Holman Wide Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2359,Holman Alternating Single-Leg Hop to Squat to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2360,Holman Right Lunge Hop to Chest Press,,Strength,Quadriceps,Body Only,Intermediate,,
2361,Holman Left Lunge Hop to Overhead Press,,Strength,Quadriceps,Body Only,Intermediate,,
2362,Holman 180 Jump Hop Forward Hop Back,,Strength,Quadriceps,Body Only,Intermediate,,
2363,Holman Right Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2364,Holman Left Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2365,Holman Double Squat Pulse to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2366,Holman Towel Left Side Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2367,Holman Alternating Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2368,Holman Lunge Jump to Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2369,Holman Burpee with Belly Touch,,Strength,Quadriceps,Body Only,Intermediate,,
2370,Bootstrapper squat,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form.",Strength,Quadriceps,Body Only,Intermediate,,
2371,Total Fitness Broad Jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
2372,Total Fitness Lateral Lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,,
2373,Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",Strength,Quadriceps,Body Only,Intermediate,,
2374,Total Fitness Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Strength,Quadriceps,Body Only,Intermediate,,
2375,Total Fitness Spider Lunge,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,,
2376,Spider lunge stretch,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,,
2377,Spider lunge with T-rotation,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime.",Strength,Quadriceps,Body Only,Intermediate,,
2378,Standing quad stretch,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time.",Strength,Quadriceps,Body Only,Intermediate,,
2379,Vertical jump,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
2380,King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,,
2381,King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
2382,Muscle Beach Skip,,Strength,Quadriceps,Body Only,Intermediate,,
2383,Muscle Beach Broad Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2384,Muscle Beach Sprint,,Strength,Quadriceps,Body Only,Intermediate,,
2385,Muscle Beach Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2386,Muscle Beach Side Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2387,Muscle Beach Spin Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2388,Muscle Beach Freestyle Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2389,MetaBurn Alternating Curtsy Lunge To Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2390,MetaBurn Alternating Curtsy Lunge With High Knee,,Strength,Quadriceps,Body Only,Intermediate,,
2391,MetaBurn Alternating Diagonal Sprawl,,Strength,Quadriceps,Body Only,Intermediate,,
2392,MetaBurn Alternating Lateral Sprawl,,Strength,Quadriceps,Body Only,Intermediate,,
2393,MetaBurn Curtsy Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2394,MetaBurn Frogger,,Strength,Quadriceps,Body Only,Intermediate,,
2395,MetaBurn High Knee Rotation,,Strength,Quadriceps,Body Only,Intermediate,,
2396,MetaBurn Side-To-Side Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2397,MetaBurn Star Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2398,MetaBurn Tuck Jump With Knee Slap,,Strength,Quadriceps,Body Only,Intermediate,,
2399,MetaBurn Lateral Bounding Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2400,MetaBurn Double Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2401,Robertson Sprinter Step-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2402,FYR2 Front Kick-Through,,Strength,Quadriceps,Body Only,Intermediate,,
2403,Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",Strength,Quadriceps,Body Only,Intermediate,,
2404,FYR2 Plyo Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2405,FYR2 Reverse Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
2406,FYR2 Reverse Burpee to Regular Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
2407,FYR2 Reverse Burpee Tuck Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2408,FYR2 Sprawlee,,Strength,Quadriceps,Body Only,Intermediate,,
2409,FYR2 Squat Hold,,Strength,Quadriceps,Body Only,Intermediate,,
2410,FYR2 Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2411,FYR2 Squat Pulse,,Strength,Quadriceps,Body Only,Intermediate,,
2412,Sprinter burpee,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Strength,Quadriceps,Body Only,Intermediate,,
