,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2791,Dumbbell floor press,"The dumbbell floor press is a multijoint pressing exercise performed lying on the floor. It can be performed either with the knees bent or flat. The floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to press more weight than in a dumbbell bench press, and perhaps put less stress on the shoulders.",Powerlifting,Triceps,Dumbbell,Intermediate,9.3,Average
2792,Seated triceps press,"The seated triceps press is a popular arm-building exercise that targets the triceps with a single dumbbell held by both hands, extending it up behind your head. While you can go surprisingly heavy on this movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout. If you're going heavy, having someone help get the weight into position is a good idea.",Strength,Triceps,Dumbbell,Intermediate,8.9,Average
2793,Tricep Dumbbell Kickback,The single-arm triceps kick-back is an isolation move from a bent-over position used to increase size and strength of the triceps.,Strength,Triceps,Dumbbell,Intermediate,8.8,Average
2794,Standing Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Intermediate,8.8,Average
2795,Double-arm triceps kick-back,"The double-arm triceps kick-back is a popular movement to increase size and strength of the triceps. It is usually performed for moderate to high reps, at least 8-12 reps, as part of an upper-body or arm-focused workout.",Strength,Triceps,Dumbbell,Intermediate,8.8,Average
2796,Single-arm dumbbell triceps extension,"The single-arm dumbbell triceps extension is a popular exercise targeting the triceps one side at a time. It targets all three heads of the triceps, but when performed with the arm overhead, it can be especially effective at building the long head of the triceps. This exercise is usually performed for moderate to high reps, at least 8-12 reps per set, as part of the upper-body or arm-focused portion of a workout.",Strength,Triceps,Dumbbell,Intermediate,8.5,Average
2797,Decline Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.5,Average
2798,Dumbbell skullcrusher,"The dumbbell skullcrusher is a triceps exercise that has been a staple of bodybuilders for decades. Skullcrushers are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Triceps,Dumbbell,Intermediate,8.4,Average
2799,One Arm Pronated Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.4,Average
2800,One Arm Supinated Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.4,Average
2801,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.2,Average
2802,Tate Press,,Strength,Triceps,Dumbbell,Beginner,8.1,Average
2803,Standing Bent-Over One-Arm Dumbbell Triceps Extension,The single-arm triceps kick-back is an isolation move from a bent-over position used to increase size and strength of the triceps.,Strength,Triceps,Dumbbell,Intermediate,7.9,Average
2804,Seated Bent-Over One-Arm Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,7.5,Average
2805,Dumbbell Tricep Extension -Pronated Grip,,Strength,Triceps,Dumbbell,Beginner,6.3,Average
2806,V-sit with overhead triceps extension,"The V-sit with overhead triceps extension is a hybrid movement that trains the abdominal and triceps muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.",Strength,Triceps,Dumbbell,Intermediate,0.0,
2807,PJR Pull-Over,,Strength,Triceps,Dumbbell,Intermediate,,
2808,Paul Carter Dumbbell Kick-Back,The single-arm triceps kick-back is an isolation move from a bent-over position used to increase size and strength of the triceps.,Strength,Triceps,Dumbbell,Intermediate,,
2809,Single-arm dumbbell skullcrusher,"The single-arm dumbbell skullcrusher is a triceps exercise that has been a staple of bodybuilders for decades. Skullcrushers are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arms-focused workout.",Strength,Triceps,Dumbbell,Intermediate,,
2810,Dumbbells-together incline bench press,"The dumbbells-together incline bench press is an exercise targeting the pectoral muscles, particularly the upper pecs. Squeezing the dumbbells together forces the chest muscles to work hard during the entire press. This press variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Triceps,Dumbbell,Intermediate,,
2811,Incline dumbbell overhead triceps extension,The incline dumbbell overhead triceps extension is a popular exercise targeting the triceps muscles. The incline angle helps to target the long head of the triceps in particular. This exercise is usually performed for moderate to high reps as part of an upper-body or arm-focused workout.,Strength,Triceps,Dumbbell,Intermediate,,
2812,Dumbbell Crush Press,,Strength,Triceps,Dumbbell,Intermediate,,
2813,Holman Hovering Renegade Triceps Press,,Strength,Triceps,Dumbbell,Intermediate,,
2814,Holman Heavy Triceps Press to Overhead Press,,Strength,Triceps,Dumbbell,Intermediate,,
2815,Total Fitness Close-Grip Dumbbell Press,"The close-grip dumbbell bench press puts a spin on a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. The difference here is that the dumbbells are held closer together.",Strength,Triceps,Dumbbell,Intermediate,,
2816,Dumbbell row to triceps kick-back,"The dumbbell row to triceps kick-back is a dumbbell complex that combines two movements that collectively target the muscles of the lats (latissimus dorsi), upper back, and triceps. It also isometrically targets the core, hamstrings, and glutes. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you structure the sets and reps, it is a time-efficient way to hit two crucial upper-body muscles in any workout.",Strength,Triceps,Dumbbell,Intermediate,,
2817,Rolling triceps press,"The rolling triceps press is a dynamic triceps exercise that is popular as a bench press accessory movement among powerlifters. It can be done in traditional muscle-building rep ranges, such as 8-12 reps per set, or for very high reps of 50-100 reps per set to boost triceps size and strength. It can be performed on a bench or on the floor if a bench is unavailable.",Strength,Triceps,Dumbbell,Intermediate,,
2818,MetaBurn Skullcrusher to Ab Crunch,,Strength,Triceps,Dumbbell,Intermediate,,
2819,FYR2 Single-Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Intermediate,,
2820,30 Arms Overhead Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Intermediate,,
2821,30 Arms Dumbbell Skullcrusher,,Strength,Triceps,Dumbbell,Intermediate,,
2822,30 Arms Dumbbell Kick-Back,,Strength,Triceps,Dumbbell,Intermediate,,
2823,30 Arms BFR Dumbbell Kick-Back,,Strength,Triceps,Dumbbell,Intermediate,,
2824,Dumbbell saw triceps skullcrusher,"The dumbbell saw triceps skullcrusher is a variation of the classic skullcrusher triceps exercise that has been a staple of bodybuilders for decades. It combines a dumbbell skullcrusher with a dumbbell shoulder press. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Triceps,Dumbbell,Intermediate,,
2825,Chain Handle Extension,,Powerlifting,Triceps,Other,Beginner,8.3,Average
2826,Sled Overhead Triceps Extension,,Strength,Triceps,Other,Beginner,0.0,
2827,Body Triceps Press Using Flat Bench,The bodyweight triceps press is an arm movement that involves performing overhead presses in a face-down position on a Smith machine or other raised bar. It is a surprisingly difficult movement that hammers all three heads of the triceps and can easily be scaled upward or downward in difficulty by moving the bar.,Strength,Triceps,Other,Intermediate,0.0,
