,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1098,Chest Push (multiple response),,Plyometrics,Chest,Medicine Ball,Beginner,8.3,Average
1099,Medicine Ball Chest Pass,"The medicine ball pass is a simple partner-based exercise that involves throwing a weighted ball back-and-forth. It can be part of a dynamic warm-up for lifting or athletics, but can also work as active rest or as a component of circuit training.",Plyometrics,Chest,Medicine Ball,Intermediate,5.9,Average
1100,Medicine ball sprawl to chest press,"The medicine ball sprawl to chest press is a sequence of athletic movements using a medicine ball or other small weight. It involves performing a sprawl with the hands on the ball, followed by a standing chest press holding the ball. It is challenging to the cardiovascular system, but also the muscles of the core, shoulders, and upper back. It can be performed for reps or for time, usually in dedicated ab training or as part of a medicine ball and bodyweight circuit workout.",Strength,Chest,Medicine Ball,Intermediate,0.0,
1101,Medicine ball push-up,"The medicine ball push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. The addition of the medicine ball adds a degree of difficulty and can increase chest and triceps activation.",Strength,Chest,Medicine Ball,Intermediate,0.0,
1102,Chest Push (single response),,Plyometrics,Chest,Medicine Ball,Beginner,0.0,
1103,Chest Push with Run Release,,Plyometrics,Chest,Medicine Ball,Beginner,0.0,
1104,Chest Push from 3 point stance,,Plyometrics,Chest,Medicine Ball,Beginner,0.0,
1105,Dumbbell Bench Press,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Chest,Dumbbell,Intermediate,9.2,Average
1106,Dumbbell Flyes,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Chest,Dumbbell,Intermediate,9.1,Average
1107,Incline dumbbell bench press,"The incline dumbbell bench press is a popular upper-body exercise targeting the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,Dumbbell,Intermediate,9.1,Average
1108,Decline Dumbbell Flyes,"The decline dumbbell chest fly is an upper body isolation exercise targeting the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps.",Strength,Chest,Dumbbell,Intermediate,9.0,Average
1109,Reverse-grip incline dumbbell bench press,"The reverse-grip incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Pressing with a reverse grip targets the upper chest in particular, especially when performed on an incline. This press variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,Dumbbell,Beginner,8.9,Average
1110,Incline Dumbbell Flyes,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Chest,Dumbbell,Intermediate,8.8,Average
1111,Neutral-grip dumbbell bench press,"The neutral-grip dumbbell bench press is a variation on a classic chest-building exercise where the palms face each other instead of forward. This shift puts the elbows closer to the sides, placing more emphasis on the triceps, and perhaps also the inner chest. The neutral-grip press can be performed in lower reps for strength or higher reps for muscle growth.",Strength,Chest,Dumbbell,Intermediate,8.7,Average
1112,Decline dumbbell bench press,"The decline dumbbell bench press is a popular upper-body exercise targeting the lower pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,Dumbbell,Intermediate,8.5,Average
1113,Single-arm kettlebell row,"The single-arm kettlebell row is a popular muscle- and strength-building exercise that works the muscles of the back and core simultaneously. It has all the same benefits as a single-arm dumbbell row, but some people find a kettlebell more comfortable to hold during the movement.",Strength,Chest,Dumbbell,Intermediate,8.5,Average
1114,Hammer Grip Incline DB Bench Press,,Strength,Chest,Dumbbell,Beginner,8.5,Average
1115,Straight-arm dumbbell pull-over,"The straight-arm dumbbell pull-over is an exercise that targets the muscles of the pecs, lats, and serratus anterior muscles. Performing this movement with straight arms makes it more difficult, increases the stretch on the serratus muscles and lats, and forces the core to work harder. Old-school bodybuilders would perform pull-overs with light weights for sets of 20 between sets of heavy 20-rep squats, but they are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",Strength,Chest,Dumbbell,Intermediate,8.4,Average
1116,Incline Dumbbell Bench With Palms Facing In,,Strength,Chest,Dumbbell,Beginner,8.4,Average
1117,Incline Dumbbell Flyes - With A Twist,,Strength,Chest,Dumbbell,Beginner,8.3,Average
1118,Bent-arm dumbbell pull-over,"The bent-arm dumbbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",Strength,Chest,Dumbbell,Intermediate,8.2,Average
