,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
154,Rope Crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,8.6,Average
155,Standing cable crunch,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,8.6,Average
156,Bosu Ball Cable Crunch With Side Bends,,Strength,Abdominals,Cable,Beginner,8.5,Average
157,Standing Cable Wood Chop,The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.,Strength,Abdominals,Cable,Intermediate,8.2,Average
158,Cable reverse crunch,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",Strength,Abdominals,Cable,Beginner,8.2,Average
159,Cable Russian Twists,,Strength,Abdominals,Cable,Beginner,8.1,Average
160,Pallof press with rotation,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,Strength,Abdominals,Cable,Intermediate,7.9,Average
161,Cable Seated Crunch,,Strength,Abdominals,Cable,Beginner,7.7,Average
162,Cable Judo Flip,,Strength,Abdominals,Cable,Beginner,5.0,Average
163,Exercise Ball Cable Crunch - Gethin Variation,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Strength,Abdominals,Cable,Intermediate,,
164,Standing cable high-to-low twist,"The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",Strength,Abdominals,Cable,Intermediate,,
165,Bent-Over Reverse Cable Fly,,Strength,Abdominals,Cable,Intermediate,,
166,Standing Cable Crunch - Gethin Variation,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,,
167,AM Cable Crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,,
168,Tyler Holt Weighted Knee-To-Chest Crunch,,Strength,Abdominals,Cable,Intermediate,,
169,Standing cable twist,"The standing cable twist is a core exercise that targets the abdominals, particularly the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",Strength,Abdominals,Cable,Intermediate,,
170,30 Cable Rope Crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,,
171,30 Cable Rope Oblique Crunch,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps like 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,,
