,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
427,30 V-Up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,
428,Cocoon crunch,"The cocoon crunch is a bodyweight exercise targeting the ab muscles, the rectus abdominis or ""six-pack"" muscles in particular. It involves bringing your knees to your chest and your arms from overhead to center. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,
429,Bench oblique crunch,"The bench oblique crunch is an exercise that targets the obliques, the muscles running alongside the rectus abdominis. The range of motion is fairly small, but it still does a great job of working these hard-to-isolate muscles. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Abdominals,Body Only,Intermediate,,
430,Full moon-,"The full moon is a bodyweight exercise targeting the muscles of the abs. It is similar to a V-up, but with the added challenge of “drawing” a circle shape in the air during each rep. It can be performed for time or reps in the core-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,
431,Push-up to side plank,"The push-up to side plank is an upper-body and core-focused exercise combining two popular bodyweight movements. It targets the chest, triceps, and shoulders with the push-up, and the obliques and hip external rotator muscles with the side plank. It can be performed as part of a dynamic warm-up or any bodyweight strength-training workout.",Strength,Abdominals,Body Only,Intermediate,,
432,Tyler Holt V-Up,,Strength,Abdominals,Body Only,Intermediate,,
433,Tyler Holt Plank,,Strength,Abdominals,Body Only,Intermediate,,
434,Tyler Holt Hip-Dip,,Strength,Abdominals,Body Only,Intermediate,,
435,Suicides,,Strength,Abdominals,Body Only,Intermediate,,
436,Holman Towel Straight Plank Jack,,Strength,Abdominals,Body Only,Intermediate,,
437,Holman Towel Hill Climber,,Strength,Abdominals,Body Only,Intermediate,,
438,Holman Towel Elbow Plank Jack,,Strength,Abdominals,Body Only,Intermediate,,
439,Holman Towel Elbow Plank Pike,,Strength,Abdominals,Body Only,Intermediate,,
440,Holman Towel Straight Plank Hand Reach,,Strength,Abdominals,Body Only,Intermediate,,
441,Holman Towel Wax-On Wax-Off,,Strength,Abdominals,Body Only,Intermediate,,
442,Holman Towel Wide Hill Climber,,Strength,Abdominals,Body Only,Intermediate,,
443,Holman Towel Dirty Dog,,Strength,Abdominals,Body Only,Intermediate,,
444,Holman Straight Plank Shoulder Tap,,Strength,Abdominals,Body Only,Intermediate,,
445,Holman Killer Abs,,Strength,Abdominals,Body Only,Intermediate,,
446,Holman Straight Plank Split Jack,,Strength,Abdominals,Body Only,Intermediate,,
447,Holman Elbow Plank Swim,,Strength,Abdominals,Body Only,Intermediate,,
448,Holman Elbow Plank Saw,,Strength,Abdominals,Body Only,Intermediate,,
449,Holman Feet-Elevated Straight Plank Toe-Tap Series,,Strength,Abdominals,Body Only,Intermediate,,
450,Holman Elbow Plank Pike Pull,,Strength,Abdominals,Body Only,Intermediate,,
451,Holman Hand-Elevated Walk-Over Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
452,Holman Hands-Elevated Hill Climber,,Strength,Abdominals,Body Only,Intermediate,,
453,Holman Seated Pike,,Strength,Abdominals,Body Only,Intermediate,,
454,Holman Feet-Elevated Up-Down Plank,,Strength,Abdominals,Body Only,Intermediate,,
455,Holman Feet-Elevated Hand Tap,,Strength,Abdominals,Body Only,Intermediate,,
456,Holman Reverse Straight Plank with Alternating Heel Pull-In,,Strength,Abdominals,Body Only,Intermediate,,
457,Holman Elbow Plank,,Strength,Abdominals,Body Only,Intermediate,,
458,Holman Straight Plank Squat Thrust,,Strength,Abdominals,Body Only,Intermediate,,
459,Holman Alternating Single-Leg Pike,,Strength,Abdominals,Body Only,Intermediate,,
460,Holman Knee Pull-In Crunch,,Strength,Abdominals,Body Only,Intermediate,,
461,Holman Straight Plank with Hand Tap,,Strength,Abdominals,Body Only,Intermediate,,
462,Holman Straight Plank with Dirty Dog,,Strength,Abdominals,Body Only,Intermediate,,
463,Holman Elbow Plank Roll,,Strength,Abdominals,Body Only,Intermediate,,
464,Holman Froggy Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
465,Holman Straight Plank Hand Tap to Shoulder Tap,,Strength,Abdominals,Body Only,Intermediate,,
466,Holman In-Out Straight Plank,,Strength,Abdominals,Body Only,Intermediate,,
467,Holman Bicycle,,Strength,Abdominals,Body Only,Intermediate,,
468,Holman Alternating Diagonal Knee Pull-in,,Strength,Abdominals,Body Only,Intermediate,,
469,Holman Elbow Plank with Step-Out,,Strength,Abdominals,Body Only,Intermediate,,
470,Holman Alternating Slow L-Raise,,Strength,Abdominals,Body Only,Intermediate,,
471,Holman Feet-Elevated Plank with Shoulder Tap,,Strength,Abdominals,Body Only,Intermediate,,
472,Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
473,Holman Feet-Elevated Up-Down Elbow Plank,,Strength,Abdominals,Body Only,Intermediate,,
474,Holman Feet-Elevated Plank Pike Pull,,Strength,Abdominals,Body Only,Intermediate,,
475,Holman Feet-Elevated Alternating Single-Leg Hip Raise,,Strength,Abdominals,Body Only,Intermediate,,
476,Holman Feet-Elevated Plank Pike Pull to Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
477,Holman Standing Heel Click,,Strength,Abdominals,Body Only,Intermediate,,
478,Holman Straight Plank Right-Left Jack to Split Jack,,Strength,Abdominals,Body Only,Intermediate,,
479,Holman Elbow Plank Jack to Ninja Knees,,Strength,Abdominals,Body Only,Intermediate,,
480,Holman Right Side Elbow Plank with Left Leg Swing,,Strength,Abdominals,Body Only,Intermediate,,
481,Holman Left Side Elbow Plank with Right Leg Swing,,Strength,Abdominals,Body Only,Intermediate,,
482,Holman Straight Plank with Alternating Diagonal Sit-Back,,Strength,Abdominals,Body Only,Intermediate,,
