,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
645,Exercise Ball Cable Crunch - Gethin Variation,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Strength,Abdominals,Cable,Intermediate,,
646,Exercise ball squat and twist,"The exercise ball squat and twist is a combination exercise targeting the quads, but also the obliques because of the twisting motion with each repetition. The exercise ball is held close to the chest throughout. Because it is a lightweight movement, it is usually performed for high reps or for time, and can be a great part of a bodyweight and exercise ball circuit.",Strength,Abdominals,Exercise Ball,Intermediate,,
647,Swiss Ball V-Up With Foot Pass,"The exercise ball V-up is a popular movement to target the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. It involves passing an exercise ball or yoga ball back and forth between the hands and feet while performing V-ups. It can be performed for reps or time as part of any ab-focused workout or bodyweight circuit.",Strength,Abdominals,Exercise Ball,Intermediate,,
648,Exercise ball pike,"The exercise ball pike is a challenging move that targets the core. It involves thrusting the hips into full flexion over a ball, then extending out to a foot-elevated plank with the feet on the ball. It's a challenging move from a strength perspective, but also for balance. It can be the centerpiece of an ab workout or go along with other body weight or ball movements in an ab circuit.",Strength,Abdominals,Exercise Ball,Intermediate,,
649,Exercise ball bird dog,"The exercise ball bird dog is a dynamic movement focusing on the glutes and the postural muscles of the upper back. When performing it, use an exercise ball that is tall enough to support your chest and core, but short enough to allow your hands and knees to reach the ground. It is slightly easier than a bodyweight bird dog and can work as a regression for that movement. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise.",Strength,Abdominals,Exercise Ball,Intermediate,,
650,Exercise ball superman,"The exercise ball superman is a slightly more advanced variation of the bodyweight superman exercise. It targets many muscles along the posterior or backside of the body, including the rear deltoids, trapezius, spinal erectors, glutes, and hamstrings. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise.",Strength,Abdominals,Exercise Ball,Intermediate,,
651,BOSU cross-body crunch,"The BOSU cross-body crunch is a dynamic abdominal exercise performed on a BOSU ball or other stability training device. It targets several of the muscles in the core, including the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed in alternating reps, either for time or a number of reps, as part of an ab-focused workout or a circuit involving body weight or the BOSU ball.",Strength,Abdominals,Exercise Ball,Intermediate,,
652,Exercise Ball Knee Tuck - Gethin Varation,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.,Strength,Abdominals,Exercise Ball,Intermediate,,
653,Alternating Exercise Ball Knee Tucks - Gethin Variation,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.,Strength,Abdominals,Exercise Ball,Intermediate,,
654,AM Ball Crunch,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Strength,Abdominals,Exercise Ball,Intermediate,,
655,30 Bosu Cable Reverse Crunch,,Strength,Abdominals,Exercise Ball,Intermediate,,
656,BOSU knee tuck,"The BOSU knee tuck is a dynamic abdominal movement performed on a BOSU ball or other stability training device. It primarily targets the rectus abdominis or ""six-pack"" muscles of the core. It can be performed for time or reps as part of an ab-focused workout or a circuit involving body weight or the BOSU ball.",Strength,Abdominals,Exercise Ball,Intermediate,,
657,30 Side Plank On Ball,"The feet-elevated side plank on ball is a more advanced version of a traditional bodyweight side plank. The feet are balanced on an exercise ball, providing a balance challenge but also increasing the load placed upon the obliques and shoulder muscles. It is usually performed for timed holds, either one side at a time or alternating sides. If a ball is unavailable, some of the benefits of the movement can be obtained by performing side planks with the feet elevated on a couch, chair, bench, or other stable object.",Strength,Abdominals,Exercise Ball,Intermediate,,
658,Hanging exercise ball leg raise,"The hanging exercise ball leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of an apparatus, it's performed hanging from a bar with an exercise ball held between the legs.",Strength,Abdominals,Exercise Ball,Intermediate,,
659,Taylor Exercise Ball Stir-The-Pot,,Strength,Abdominals,Exercise Ball,Intermediate,,
660,FYR2 Air Ball,,Strength,Abdominals,Exercise Ball,Intermediate,,
661,Feet-elevated plank on ball,"The feet-elevated plank is a variation on the straight-arm plank, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than straight-arm planks on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a shoulder and core warm-up, or as a burnout movement for a chest or shoulder workout.",Strength,Abdominals,Exercise Ball,Intermediate,,
662,Band Hip Adductions,,Strength,Adductors,Bands,Beginner,8.6,Average
663,Lateral Band Walk,,Strength,Abductors,Bands,Intermediate,0.0,
664,FYR2 Standing Banded Leg Abduction,,Strength,Abductors,Bands,Intermediate,,
665,Iliotibial band SMR,"Iliotibial band self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller or other ""trigger point"" massage tool. By applying pressure strategically to the IT band along the side of the upper leg, some people find they can cause this often painful and tight area to relax or ""release."" IT band SMR is often accompanied by SMR on the glute or quad muscles, or by stretches that target the glutes or quads.",Stretching,Abductors,Foam Roll,Intermediate,8.2,Average
666,Adductor SMR,"Adductor self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the adductor muscles in the inner thigh region, some people find they can cause this often painful and tight muscle to relax or ""release."" Adductor SMR is often accompanied by SMR on the iliotibial (IT) band or glutes (TFL muscles), or by stretches that target the adductors.",Stretching,Adductors,Foam Roll,Beginner,4.0,Average
667,Lying Bent Leg Groin,,Stretching,Adductors,Other,Beginner,2.8,Average
