,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1987,3D dumbbell lunge,"The 3D dumbbell lunge is a sequence of lower-body exercises that target the muscles of the glutes, quads, and hamstrings from a variety of angles. It consists of one curtsy lunge with each leg, followed by one reverse lunge with each leg. This lunge variation is most commonly performed for multiple rounds as part of a lower-body circuit or workout.",Strength,Quadriceps,Dumbbell,Intermediate,,
1988,MetaBurn Dumbbell Burpee,,Strength,Quadriceps,Dumbbell,Intermediate,,
1989,Dumbbell jump squat with rotation,"The dumbbell jump squat with rotation is a popular movement combining an explosive lower-body movement with extra upper-body loading in the form of dumbbells held in the hands. Each jump ends with the body turned 90 degrees, adding a rotational power component to the lift. It is usually performed with light weights for high reps in fat-loss and conditioning workouts.",Strength,Quadriceps,Dumbbell,Intermediate,,
1990,MetaBurn Dumbbell Wide Squat to Rack,,Strength,Quadriceps,Dumbbell,Intermediate,,
1991,MetaBurn Reverse Lunge To High Pull,,Strength,Quadriceps,Dumbbell,Intermediate,,
1992,MetaBurn Reverse Lunge With Overhead Raise,,Strength,Quadriceps,Dumbbell,Intermediate,,
1993,MetaBurn Squat to Triceps Extension,,Strength,Quadriceps,Dumbbell,Intermediate,,
1994,30 Legs Dumbbell Goblet Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1995,30 Legs Dumbbell Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1996,Dumbbell step-down reverse lunge,"The dumbbell step-down reverse lunge is an exercise targeting the lower body, particularly the glutes and hamstrings. The front foot is slightly elevated during this movement, making the subsequent step-down more pronounced and difficult. These are usually performed for time or for relatively high reps, such as 10 reps or more per side.",Strength,Quadriceps,Dumbbell,Intermediate,,
1997,Tire flip,"The tire flip is an exercise that works the entire body, starting from a deadlift position and ending with a giant tire being flipped over. Each flip moves the tire farther in one direction until a set has been completed. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.",Strongman,Quadriceps,Other,Intermediate,9.4,Average
1998,Single Leg Push-off,,Plyometrics,Quadriceps,Other,Beginner,9.2,Average
1999,Bear crawl sled drag,"The bear crawl sled drag is an advanced variation of the bear crawl exercise involving added resistance from a sled or other weight. If no sled is available, other viable options include dragging chain, a barbell plate, or a tire. The bear crawl sled drag is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, particularly the shoulders, core, and legs. It can be done in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strongman,Quadriceps,Other,Intermediate,9.0,Average
2000,Bicycling,,Cardio,Quadriceps,Other,Intermediate,8.9,Average
2001,Hex-bar deadlift,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Strength,Quadriceps,Other,Intermediate,8.8,Average
2002,Skating,,Cardio,Quadriceps,Other,Beginner,8.4,Average
2003,Weighted sissy squat,"The weighted sissy squat is an exercise primarily targeting the quadriceps. In sissy squats, the knees travel over the toes, placing the quads under a fairly extreme stretch. They are usually performed for moderate to high reps as part of a lower-body training session.",Strength,Quadriceps,Other,Intermediate,8.4,Average
2004,Dumbbell step-up,"The dumbbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,Dumbbell,Intermediate,8.2,Average
2005,Yoke Walk,,Strongman,Quadriceps,Other,Beginner,8.0,Average
