,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
182,Machine crunch,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down against a pre-set level of resistance. On some machines, the knees also curl up toward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of the ab-focused portion of a workout.",Strength,Abdominals,Machine,Intermediate,,
183,AM Ab Machine,,Strength,Abdominals,Machine,Intermediate,,
184,Smith machine V-up,The smith machine V-up is a weighted abdominal exercise that involves pressing a weighted bar upward while performing a V-up. Performing it in a Smith machine eliminates the balance challenge of a free weight. It is usually performed for moderate to high reps in the ab-focused portion of a workout.,Strength,Abdominals,Machine,Intermediate,,
185,Elbow plank,"The elbow plank is a popular isometric abdominal exercise. It is common in all types of exercise programs, as well as in group fitness and yoga classes. It targets the muscles of the core, the deep core or transversus abdominis in particular. It is also often prescribed for time to help back pain or to teach proper bracing.",Strength,Abdominals,Body Only,Intermediate,9.3,Average
186,Bottoms Up,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,9.3,Average
187,Spider crawl,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strength,Abdominals,Body Only,Intermediate,9.2,Average
188,Cocoons,"The cocoon crunch is a bodyweight exercise targeting the ab muscles, the rectus abdominis or ""six-pack"" muscles in particular. It involves bringing your knees to your chest and your arms from overhead to center. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,9.1,Average
189,Cross-Body Crunch,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,9.1,Average
190,Elbow-to-knee crunch,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,9.1,Average
191,Decline Crunch,The decline crunch is an effective core exercise targeting the rectus abdominis.,Strength,Abdominals,Body Only,Intermediate,9.0,Average
192,Hanging toes-to-bar,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement (strict or swinging, arms completely straight or slightly bent, legs straight or bent) each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps.",Strength,Abdominals,Body Only,Intermediate,9.0,Average
193,Hanging Oblique Knee Raise,"The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another)",Strength,Abdominals,Body Only,Intermediate,9.0,Average
194,Gorilla Chin/Crunch,,Strength,Abdominals,Body Only,Beginner,9.0,Average
195,Hanging leg raise,"The hanging leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Instead of resting your forearms on the pads of a captain's chair, you perform these hanging from a bar. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps.",Strength,Abdominals,Body Only,Intermediate,8.9,Average
196,Mountain climber,"The mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It involves lifting one knee to the chest at a time from a straight-arm plank position. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.",Plyometrics,Abdominals,Body Only,Intermediate,8.8,Average
197,Ab bicycle,"The ab bicycle is a bodyweight movement that targets the muscles of the abs, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.8,Average
198,3/4 sit-up,"The 3/4 sit-up is a bodyweight exercise focused on the muscles of the core. It is similar to a sit-up, but stops short of the top position. This keeps constant tension on the abs, making it more difficult than traditional sit-ups. It can be performed for time or for reps, with the feet anchored or free, as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.8,Average
199,Reverse crunch,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.",Strength,Abdominals,Body Only,Intermediate,8.8,Average
200,Crunches,"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.7,Average
201,Dead bug reach,"The dead bug reach is an exercise for strengthening the core in which you alternate lowering your opposing arm and leg simultaneously, controlling the movement with the abdominal muscles. It can be part of a dynamic warm-up to activate the core for other athletics or lifting, or be performed in a circuit or on its own in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.6,Average
202,Crunch - Hands Overhead,,Strength,Abdominals,Body Only,Beginner,8.6,Average
203,V-up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.5,Average
204,Stomach Vacuum,,Stretching,Abdominals,Body Only,Beginner,8.5,Average
205,Russian twist,"The Russian twist is an exercise targeting the abdominals and the obliques. Beginning from a position that resembles stopping midway through a sit-up, it involves twisting side to side. It can be performed with body weight alone or while holding a weight plate or other object. It is performed by alternating sides with each rep and can be done for time or for a specific number of reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.4,Average
