,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2495,Double Kettlebell Push Press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,7.5,Average
2496,Kettlebell Seated Press,,Strength,Shoulders,Kettlebells,Beginner,7.0,Average
2497,Double Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,7.0,Average
2498,Kettlebell Arnold Press,,Strength,Shoulders,Kettlebells,Beginner,6.8,Average
2499,Double-kettlebell windmill,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",Strength,Shoulders,Kettlebells,Intermediate,3.0,Average
2500,One-Arm Kettlebell Split Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2501,One-Arm Kettlebell Para Press,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2502,One-Arm Kettlebell Split Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2503,One-Arm Kettlebell Military Press To The Side,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2504,One-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2505,Double Kettlebell Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2506,Two-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2507,FYR Kettlebell Power Clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Shoulders,Kettlebells,Intermediate,,
2508,Kettlebell upright row,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",Strength,Shoulders,Kettlebells,Intermediate,,
2509,Kettlebell upright row and press,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Strength,Shoulders,Kettlebells,Intermediate,,
2510,Single-arm kettlebell thruster,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,
2511,Double-kettlebell shoulder press,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.",Strength,Shoulders,Kettlebells,Intermediate,,
2512,Double-kettlebell push-press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,
2513,HM Kettlebell Windmill,,Strength,Shoulders,Kettlebells,Intermediate,,
2514,HM Kettlebell Z-Press,,Strength,Shoulders,Kettlebells,Intermediate,,
2515,Taylor Half-Kneeling Kettlebell Halo,,Strength,Shoulders,Kettlebells,Intermediate,,
2516,Taylor Towel Kettlebell Farmer's Walk,,Strength,Shoulders,Kettlebells,Intermediate,,
2517,FYR2 Double-Kettlebell Alternating Press,,Strength,Shoulders,Kettlebells,Intermediate,,
2518,FYR2 Double-Kettlebell Thruster,,Strength,Shoulders,Kettlebells,Intermediate,,
2519,FYR2 Half-Kneeling Kettlebell Clean,,Strength,Shoulders,Kettlebells,Intermediate,,
2520,FYR2 Kettlebell Clean and Press,,Strength,Shoulders,Kettlebells,Intermediate,,
2521,FYR2 Kettlebell High Pull to Overhead Press,,Strength,Shoulders,Kettlebells,Intermediate,,
2522,FYR2 Kettlebell Swing Clean and Press,,Strength,Shoulders,Kettlebells,Intermediate,,
2523,FYR2 Single-Arm Kettlebell Press,,Strength,Shoulders,Kettlebells,Intermediate,,
2524,FYR2 Ascending-Rep High-Pull-Press Complex,,Strength,Shoulders,Kettlebells,Intermediate,,
2525,Dumbbell front raise to lateral raise,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Strength,Shoulders,Dumbbell,Intermediate,9.5,Average
