,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2176,High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Cardio,Quadriceps,Body Only,Intermediate,0.0,Average
2177,Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Quadriceps,Body Only,Intermediate,0.0,
2178,Square Hop,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2179,Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2180,In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2181,Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2182,Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2183,Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2184,Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2185,Jump Lunge To Feet Jack,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
