,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2202,Push-up sprawl tuck jump,"The push-up sprawl tuck jump is an explosive bodyweight sequence that combines three movements: the push-up, the sprawl, and the tuck jump. It is similar to a burpee, but with a tuck jump at the top. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,,
2203,FYR Running Lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Strength,Quadriceps,Body Only,Intermediate,,
2204,FYR Jumping Lunge,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Strength,Quadriceps,Body Only,Intermediate,,
2205,FYR Sprawl Frog Kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,,
2206,Jump squat-,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Strength,Quadriceps,Body Only,Intermediate,,
2207,FYR Sprinter Burpee,,Cardio,Quadriceps,Body Only,Intermediate,,
2208,Single-leg burpee,"The single-leg burpee is an advanced variation of the burpee exercise that involves performing all parts of the sequence with one leg at a time. It is usually performed alternating legs with each rep, but could be performed one side at a time. Performing one leg at a time increases the challenge to all parts of the body, especially the working leg, core, and shoulders.",Strength,Quadriceps,Body Only,Intermediate,,
2209,FYR Gorilla Squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,,
2210,Banded compass jump squat,"The banded compass jump squat is an explosive squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The landing for each jump is a 90-degree rotation from the starting position. The banded compass jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat.",Strength,Quadriceps,Body Only,Intermediate,,
2211,In-out sprawl,"The in-out sprawl is a full-body movement that combines elements of a plank and a sprawl. It demands an explosive full-body jump from a plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Strength,Quadriceps,Body Only,Intermediate,,
