,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2134,Walking High Knees,,Cardio,Quadriceps,Body Only,Intermediate,7.8,Average
2135,Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,7.8,Average
2136,Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,7.6,Average
2137,Over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.,Plyometrics,Quadriceps,Body Only,Intermediate,7.5,Average
2138,Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,7.5,Average
2139,90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.",Plyometrics,Quadriceps,Body Only,Intermediate,7.0,Average
2140,Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Plyometrics,Quadriceps,Body Only,Intermediate,5.5,Average
2141,Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",Stretching,Quadriceps,Body Only,Intermediate,5.4,Average
2142,Iron Crosses (stretch),,Stretching,Quadriceps,Body Only,Intermediate,5.2,Average
2143,All Fours Quad Stretch,,Stretching,Quadriceps,Body Only,Beginner,5.0,Average
2144,Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Quadriceps,Body Only,Intermediate,4.9,Average
2145,One Half Locust,,Stretching,Quadriceps,Body Only,Intermediate,4.7,Average
2146,Standing Hip Flexors,,Stretching,Quadriceps,Body Only,Intermediate,4.4,Average
