,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1730,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Middle Back,Cable,Intermediate,8.8,Average
1731,Smith machine bent-over row,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout.",Strength,Middle Back,Machine,Intermediate,8.1,Average
1732,Leverage High Row,The machine high row is an exercise targeting the lats and works the back overall.,Strength,Middle Back,Machine,Beginner,7.9,Average
1733,Machine Low Row,The machine low row is an exercise targeting the back muscles.,Strength,Middle Back,Machine,Intermediate,,
1734,Standing lat pull-down,"The standing lat pull-down is a variation of the lat pull-down performed standing next to a cable stack rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body. If you are too tall to perform this movement, a kneeling lat pull-down provides all of the same benefits.",Strength,Middle Back,Machine,Intermediate,,
1735,30 Back Machine Seated Row,,Strength,Middle Back,Machine,Intermediate,,
1736,30 Back Smith Machine Push-Up,,Strength,Middle Back,Machine,Intermediate,,
1737,Mixed Grip Chin,,Strength,Middle Back,Body Only,Intermediate,8.2,Average
1738,Rhomboids SMR,"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats.",Stretching,Middle Back,Body Only,Intermediate,5.7,Average
1739,Spinal Stretch,,Stretching,Middle Back,Body Only,Intermediate,5.3,Average
1740,Upper Back Stretch,,Stretching,Middle Back,Body Only,Intermediate,4.2,Average
1741,Middle Back Stretch,,Stretching,Middle Back,Body Only,Intermediate,3.8,Average
1742,TBS Pull-Up,,Strength,Middle Back,Body Only,Intermediate,,
1743,HM Angel Stretch,,Strength,Middle Back,Body Only,Intermediate,,
1744,UNS Foam Roll Upper Back,,Strength,Middle Back,Body Only,Intermediate,,
1745,30 Back Neutral-Grip Pull-Down,,Strength,Middle Back,Body Only,Intermediate,,
1746,30 Back Pull-Up,,Strength,Middle Back,Body Only,Intermediate,,
1747,30 Back Reverse-Grip Pull-Up,,Strength,Middle Back,Body Only,Intermediate,,
1748,ACFT Medicine ball overhead power throw,"The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.",Strength,Middle Back,Medicine Ball,Intermediate,,
1749,Upright Row - With Bands,,Strength,Traps,Bands,Beginner,7.8,Average
1750,Band seated row,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement.",Strength,Traps,Bands,Intermediate,,
