,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1765,Cable straight-bar upright row,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Strength,Traps,Cable,Intermediate,8.1,Average
1766,Cable shrug,"The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets.",Strength,Traps,Cable,Intermediate,7.9,Average
1767,Smith machine shrug,"The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,9.2,Average
1768,Leverage Shrug,,Strength,Traps,Machine,Intermediate,9.1,Average
1769,Calf-Machine Shoulder Shrug,,Strength,Traps,Machine,Beginner,8.7,Average
1770,Smith machine behind-the-back shrug,"The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,7.8,Average
1771,Smith machine upright row,"The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Strength,Traps,Machine,Intermediate,7.3,Average
1772,Machine low row-,"The machine low row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",Strength,Traps,Machine,Intermediate,,
1773,Machine Shrug - Gethin Variation,,Strength,Traps,Machine,Intermediate,,
1774,Smith machine single-arm shrug,"The Smith machine single-arm shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,,
1775,Isometric Neck Exercise - Sides,,Strength,Neck,Body Only,Beginner,7.4,Average
1776,Isometric Neck Exercise - Front And Back,,Strength,Neck,Body Only,Beginner,6.4,Average
1777,Neck Bridge Prone,,Strength,Neck,Body Only,Beginner,5.7,Average
1778,Side Neck Stretch,,Stretching,Neck,Body Only,Intermediate,4.8,Average
1779,Neck-SMR,,Stretching,Neck,Body Only,Intermediate,2.8,Average
1780,Scapular Pull-Up,,Strength,Traps,None,Beginner,6.6,Average
1781,Single-leg depth squat,"The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control.",Strength,Quadriceps,Bands,Intermediate,9.0,Average
1782,Squats - With Bands,,Strength,Quadriceps,Bands,Beginner,5.8,Average
1783,Hip Flexion with Band,,Strength,Quadriceps,Bands,Beginner,0.0,
1784,Forward Band Walk,,Strength,Quadriceps,Bands,Beginner,0.0,
1785,Boss Everline Resistance-Band Pull Sprint,,Strength,Quadriceps,Bands,Intermediate,,
1786,Banded jump squat,"The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat.",Strength,Quadriceps,Bands,Intermediate,,
1787,Speed Box Squat,"The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel.",Powerlifting,Quadriceps,Bands,Intermediate,,
1788,HM Banded Squat Toe Tap,,Strength,Quadriceps,Bands,Intermediate,,
1789,UP Band Abducted Squat,,Strength,Quadriceps,Bands,Intermediate,,
1790,FYR2 Lateral Band Walk,,Strength,Quadriceps,Bands,Intermediate,,
1791,FYR2 Banded Squat Hold-Pulse-Jump Complex,,Strength,Quadriceps,Bands,Intermediate,,
1792,Band split squat,"The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads.",Strength,Quadriceps,Bands,Intermediate,,
1793,Band front squat,"The band front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding band in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the tension of the band changes as it stretches, the resistance more closely matches the natural strength curve of the squat. This movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.",Strength,Quadriceps,Bands,Intermediate,,
1794,Squat hold with band pull-apart,"The squat hold with band pull-apart is a combination of the squat hold and band pull-apart. It involves holding the squat position with the thighs at or below parallel to the ground while performing a band pull-apart. The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The squat hold band pull-apart can be performed for mobility purposes or to increase time under tension on lower-body muscles including the quads, glutes, and hamstrings.",Strength,Quadriceps,Bands,Intermediate,,
1795,Banded squat toe tap,"The banded squat toe tap is a banded variation on the classic bodyweight squat, but with a lateral toe tap to add extra focus to the stabilizer muscles around the hips. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",Strength,Quadriceps,Bands,Intermediate,,
1796,Band overhead squat,"The band overhead squat is a full-body, functional movement that works to build full-body strength and stability. It is a variation of the classic barbell exercise and can be used to train core strength and stability for Olympic weightlifting or CrossFit.",Strength,Quadriceps,Bands,Intermediate,,
1797,Quadriceps SMR,"Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upper leg, some people find they can cause this often painful and tight muscle group to relax or ""release."" Quadriceps SMR is often accompanied by SMR on the calf, glute, or hip muscles, or by stretches that target the calves or quads.",Stretching,Quadriceps,Foam Roll,Intermediate,5.4,Average
1798,Clean from Blocks,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.5,Average
