,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1517,Negative pull-up,"The negative pull-up is a multijoint bodyweight exercise that focuses on just one half of the traditional pull-up: the lowering, eccentric, or ""negative"" portion. Because muscles are stronger eccentrically than they are concentrically, many people can perform negatives even if they can't perform full pull-ups. For this reason, it is a popular training tool to help people earn their first pull-up rep, or as a back-off exercise after doing full pull-ups.",Strength,Lats,Body Only,Intermediate,0.0,Average
1518,Chin-Up,"The a chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a grip that is narrower than shoulder-width. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand pull-ups. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.",Strength,Lats,Body Only,Intermediate,,
1519,HM Superman Lat Pull,,Strength,Lats,Body Only,Intermediate,,
1520,AM Pull-Up,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",Strength,Lats,Body Only,Intermediate,,
1521,UP Chin-Up,,Strength,Lats,Body Only,Intermediate,,
1522,Holman Alternating Forward and Side Punch,,Strength,Lats,Body Only,Intermediate,,
1523,Jump to pull-up,"The jump to pull-up is a bodyweight exercise that targets the muscles of the back, biceps, and, to a lesser degree, legs. It involves jumping up to a pull-up bar between reps. Similar to a push-press, the legs help power through the most difficult portion of the pull-up, allowing you to perform more reps. Jumping pull-ups are often performed for moderate to high reps, such as 8-12 reps per set or more, as an accessory to other pulling or pull-up training, or as a full-body movement in a circuit or metcon.",Strength,Lats,Body Only,Intermediate,,
1524,Bent-over scapular slide,The bent-over scapular slide is an upper-body exercise that helps with scapular and shoulder mobility. It is commonly performed for time or reps as part of a dynamic warm-up for the upper body.,Strength,Lats,Body Only,Intermediate,,
1525,Iron cross stretch,The iron cross stretch is a bodyweight stretch that focuses on hip and thoracic spine mobility.,Strength,Lats,Body Only,Intermediate,,
1526,Total Fitness Standing Lat Stretch,,Strength,Lats,Body Only,Intermediate,,
1527,King Maker Pull-Up,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",Strength,Lats,Body Only,Intermediate,,
1528,Medicine ball slam,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout.",Plyometrics,Lats,Medicine Ball,Intermediate,7.9,Average
1529,Catch and Overhead Throw,,Plyometrics,Lats,Medicine Ball,Beginner,5.8,Average
1530,FYR2 Bent-Over Medicine Ball Slam,,Strength,Lats,Medicine Ball,Intermediate,,
