,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1155,Bodyweight Flyes,"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.",Strength,Chest,E-Z Curl Bar,Beginner,9.0,Average
1156,Close-grip EZ-bar bench press,"The close-grip EZ-bar bench press is an exercise targeting the chest, shoulders, and triceps. This move is more commonly done with a straight bar and is often only performed with an EZ-bar as part of a complex of movements such as pull-overs or skullcrushers.",Strength,Chest,E-Z Curl Bar,Intermediate,8.8,Average
1157,Chest dip,"The chest dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the chest, triceps, and shoulders. Dips with a chest focus are usually performed with the torso leaning forward and the elbows angled out from the torso. Dips can be performed for low reps for strength or higher reps for muscle growth.",Strength,Chest,Other,Intermediate,9.0,Average
1158,Drop Push,,Plyometrics,Chest,Other,Beginner,8.8,Average
1159,Forward Drag with Press,,Strongman,Chest,Other,Beginner,6.0,Average
1160,Chain Press,,Powerlifting,Chest,Other,Beginner,5.6,Average
1161,Behind Head Chest Stretch,,Stretching,Chest,Other,Beginner,4.9,Average
1162,Pass-through stretch with band,The pass-through stretch with band is a popular move to build and maintain mobility in the shoulder joint and to strengthen the muscles of the upper back and rotator cuff. It is common in CrossFit and Olympic lifting training and is usually performed as part of a warm-up or paired with movements in a workout. It can also be performed with a PVC pipe or dowel if a band isn't available.,Stretching,Chest,Other,Beginner,3.0,Average
1163,Weighted Push-Up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",Strength,Chest,Other,Intermediate,0.0,
1164,Heavy Bag Thrust,,Plyometrics,Chest,Other,Beginner,0.0,Average
1165,Decline Explosive Push-Up,,Plyometrics,Chest,Other,Beginner,0.0,
1166,Suspended Chest Fly,,Strength,Chest,Other,Beginner,0.0,
1167,Svend press,The Svend press is an exercise where the chest is targeted by performing presses while squeezing two weight plates together. It is usually performed for relatively high reps with light weights as an accessory movement to the bench press or as a burnout movement on chest day.,Strength,Chest,Other,Beginner,0.0,
1168,Bar Push-Up Smith Machine,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",Plyometrics,Chest,Other,Beginner,0.0,
1169,Plate-weighted push-up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",Strength,Chest,Other,Intermediate,,
1170,Double-bar roll-out chest fly,"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.",Strength,Chest,Other,Intermediate,,
1171,Holman Plate Dynamo Push-Up,,Strength,Chest,Other,Intermediate,,
1172,Holman Towel Drag Two Steps to Push-Up,,Strength,Chest,Other,Intermediate,,
