,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
448,Holman Elbow Plank Saw,,Strength,Abdominals,Body Only,Intermediate,,
449,Holman Feet-Elevated Straight Plank Toe-Tap Series,,Strength,Abdominals,Body Only,Intermediate,,
450,Holman Elbow Plank Pike Pull,,Strength,Abdominals,Body Only,Intermediate,,
451,Holman Hand-Elevated Walk-Over Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
452,Holman Hands-Elevated Hill Climber,,Strength,Abdominals,Body Only,Intermediate,,
453,Holman Seated Pike,,Strength,Abdominals,Body Only,Intermediate,,
454,Holman Feet-Elevated Up-Down Plank,,Strength,Abdominals,Body Only,Intermediate,,
455,Holman Feet-Elevated Hand Tap,,Strength,Abdominals,Body Only,Intermediate,,
456,Holman Reverse Straight Plank with Alternating Heel Pull-In,,Strength,Abdominals,Body Only,Intermediate,,
457,Holman Elbow Plank,,Strength,Abdominals,Body Only,Intermediate,,
458,Holman Straight Plank Squat Thrust,,Strength,Abdominals,Body Only,Intermediate,,
459,Holman Alternating Single-Leg Pike,,Strength,Abdominals,Body Only,Intermediate,,
460,Holman Knee Pull-In Crunch,,Strength,Abdominals,Body Only,Intermediate,,
461,Holman Straight Plank with Hand Tap,,Strength,Abdominals,Body Only,Intermediate,,
462,Holman Straight Plank with Dirty Dog,,Strength,Abdominals,Body Only,Intermediate,,
463,Holman Elbow Plank Roll,,Strength,Abdominals,Body Only,Intermediate,,
464,Holman Froggy Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
465,Holman Straight Plank Hand Tap to Shoulder Tap,,Strength,Abdominals,Body Only,Intermediate,,
466,Holman In-Out Straight Plank,,Strength,Abdominals,Body Only,Intermediate,,
467,Holman Bicycle,,Strength,Abdominals,Body Only,Intermediate,,
468,Holman Alternating Diagonal Knee Pull-in,,Strength,Abdominals,Body Only,Intermediate,,
469,Holman Elbow Plank with Step-Out,,Strength,Abdominals,Body Only,Intermediate,,
470,Holman Alternating Slow L-Raise,,Strength,Abdominals,Body Only,Intermediate,,
471,Holman Feet-Elevated Plank with Shoulder Tap,,Strength,Abdominals,Body Only,Intermediate,,
472,Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
473,Holman Feet-Elevated Up-Down Elbow Plank,,Strength,Abdominals,Body Only,Intermediate,,
474,Holman Feet-Elevated Plank Pike Pull,,Strength,Abdominals,Body Only,Intermediate,,
475,Holman Feet-Elevated Alternating Single-Leg Hip Raise,,Strength,Abdominals,Body Only,Intermediate,,
476,Holman Feet-Elevated Plank Pike Pull to Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
477,Holman Standing Heel Click,,Strength,Abdominals,Body Only,Intermediate,,
478,Holman Straight Plank Right-Left Jack to Split Jack,,Strength,Abdominals,Body Only,Intermediate,,
479,Holman Elbow Plank Jack to Ninja Knees,,Strength,Abdominals,Body Only,Intermediate,,
480,Holman Right Side Elbow Plank with Left Leg Swing,,Strength,Abdominals,Body Only,Intermediate,,
481,Holman Left Side Elbow Plank with Right Leg Swing,,Strength,Abdominals,Body Only,Intermediate,,
482,Holman Straight Plank with Alternating Diagonal Sit-Back,,Strength,Abdominals,Body Only,Intermediate,,
483,Holman Boat Press with Leg Extension,,Strength,Abdominals,Body Only,Intermediate,,
484,Holman Shoulder Tap to Dirty Dog,,Strength,Abdominals,Body Only,Intermediate,,
485,Holman Standing Russian Twist,,Strength,Abdominals,Body Only,Intermediate,,
486,Holman Hovering Plank with Shoulder Tap,,Strength,Abdominals,Body Only,Intermediate,,
487,Holman Elbow Plank to Stacked Plank Hip Drop,,Strength,Abdominals,Body Only,Intermediate,,
488,Holman Elbow Plank to Walk-Up Pike,,Strength,Abdominals,Body Only,Intermediate,,
489,Holman Hill Climber,,Strength,Abdominals,Body Only,Intermediate,,
490,Holman Straight Plank Pike to Renegade Row,,Strength,Abdominals,Body Only,Intermediate,,
491,Holman Alternating Hip Drop to Push-Up,,Strength,Abdominals,Body Only,Intermediate,,
492,Holman Crab Kick,,Strength,Abdominals,Body Only,Intermediate,,
