,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1568,Holman Staggered-Stance Deadlift,,Strength,Lower Back,Dumbbell,Intermediate,,
1569,Holman Deadlift to Front Raise,,Strength,Lower Back,Dumbbell,Intermediate,,
1570,Holman Deadlift to Chest Press,,Strength,Lower Back,Dumbbell,Intermediate,,
1571,Holman Deadlift to Squat Thrust,,Strength,Lower Back,Dumbbell,Intermediate,,
1572,Holman Deadlift to Biceps Curl,,Strength,Lower Back,Dumbbell,Intermediate,,
1573,Dumbbell kickstand deadlift,"The dumbbell kickstand deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The kickstand position can help focus the stretch and contraction on each individual leg, similar to a single-leg Romanian deadlift, while presenting less of a balance challenge. It can be performed in low reps, such as 5-8 reps per set, for strengthening the posterior chain, or for higher reps for muscle growth.",Strength,Lower Back,Dumbbell,Intermediate,,
1574,Single-leg stiff-legged deadlift to row,"The single-leg stiff-legged deadlift to row takes two popular strength moves and combines them into one full-body blaster. Between the deadlift and the row, you'll target the glutes, hamstrings, quads, back, and biceps. Because balance can be a challenge, this movement is usually done with relatively light weights for high reps, such as 8-12 reps per set or more.",Strength,Lower Back,Dumbbell,Intermediate,,
1575,FYR2 Dumbbell Deadlift,,Strength,Lower Back,Dumbbell,Intermediate,,
1576,FYR2 Dumbbell Deadlift to Dumbbell Upright Row,,Strength,Lower Back,Dumbbell,Intermediate,,
1577,Atlas Stones,,Strongman,Lower Back,Other,Intermediate,9.5,Average
1578,Axle Deadlift,,Strongman,Lower Back,Other,Beginner,9.1,Average
1579,Atlas Stone Trainer,,Strongman,Lower Back,Other,Beginner,6.4,Average
1580,Partner Flat-Bench Back Extension,"The partner bench back extensionis a clever way to perform this exercise, which works the spinal erectors in the lower back. There are machines and angled apparatus that allow this exercise to performed solo; but, lacking those, all you need is a bench and a workout partner.",Strength,Lower Back,Other,Beginner,0.0,
1581,Keg Load,,Strongman,Lower Back,Other,Beginner,0.0,Average
1582,Partner bench back extension,"The partner bench back extension is a clever way to target the glutes and spinal erector muscles. There are machines and angled benches that allow this exercise to be performed solo, but, lacking those, all you need is a bench and a workout partner. It is usually performed for high reps as a burnout or accessory movement for lower-body training.",Strength,Lower Back,Other,Beginner,0.0,
1583,Rack Pull - Gethin Variation,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.",Strength,Lower Back,Other,Intermediate,,
1584,Hex Bar Deadlift - Gethin Variation,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter’s center of gravity, rather than placing it in front of their body. The trap bar deadlift can be trained in traditional strength and muscle-focused rep range, or for higher reps. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstring, lower back, lats, upper back, and grip.",Strength,Lower Back,Other,Intermediate,,
1585,Holman Deadlift,,Strength,Lower Back,Other,Intermediate,,
1586,ACFT Low-handle trap bar deadlift,"The low-handle trap bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. This specific exercise is part of the new Army Combat Fitness Test or ACFT. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Strength,Lower Back,Other,Intermediate,,
1587,Neutral-grip lat pull-down,"The neutral-grip lat pull-down is a variation on the lat pull-down that uses a handle with a neutral (palms facing in) grip. This arrangement helps to build lat width and target the upper lats. This movement is usually performed for moderate to high reps, such as 8-12 per set or higher, as part of an upper-body or back-focused workout.",Strength,Lower Back,Cable,Intermediate,,
1588,Seated cable deadlift,"The seated cable deadlift is a version of the deadlift or hip hinge movement that is performed on a seated cable row machine. Similar to a stiff-legged deadlift or 45-degree back extension, it targets the muscles of the lower back, as well as the glutes and upper back to a lesser degree. It is usually utilized in higher rep ranges, at least 8-12 reps per set, on a back-focused muscle-building day, or as a deadlift accessory lift to strengthen the lower back.",Strength,Lower Back,Cable,Intermediate,,
1589,Cable stiff-legged deadlift,"The cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion.",Strength,Lower Back,Cable,Intermediate,,
1590,Single-leg cable stiff-legged deadlift,"The single-leg cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion. Training one leg at a time allows for working out imbalances.",Strength,Lower Back,Cable,Intermediate,,
1591,UNS Banded Dumbbell Romanian Deadlift,,Strength,Lower Back,Cable,Intermediate,,
1592,Seated Back Extension,,Strength,Lower Back,Machine,Beginner,8.2,Average
