,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2464,Behind-the-head push-press,The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of a barbell complex or performed for low reps focusing on power and movement quality.,Olympic Weightlifting,Shoulders,Barbell,Intermediate,6.5,Average
2465,Rack Delivery,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,
2466,Smith Incline Shoulder Raise,,Strength,Shoulders,Barbell,Beginner,0.0,Average
2467,Tall Muscle Snatch,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,
2468,Axle Clean And Press,,Strongman,Shoulders,Barbell,Beginner,0.0,Average
2469,Jerk Balance,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,Average
2470,Seated EZ-bar shrug,"The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where the shoulders meet the neck. It is usually performed for moderate to high reps during an upper-body or shoulders and traps-focused workout.",Strength,Shoulders,Barbell,Intermediate,,
2471,Paul Carter Barbell Seated Military Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Strength,Shoulders,Barbell,Intermediate,,
2472,TBS Barbell Military Press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,
2473,Incline Front Barbell Raise - Gethin Variation,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Strength,Shoulders,Barbell,Intermediate,,
2474,Barbell Front Raise - Gethin Variation,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Strength,Shoulders,Barbell,Intermediate,,
2475,Single-arm barbell lateral raise,"The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout.",Strength,Shoulders,Barbell,Intermediate,,
2476,AM Upright Row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Strength,Shoulders,Barbell,Intermediate,,
2477,AM Barbell Shoulder Press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,
2478,Standing barbell shoulder press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,
2479,King Maker Barbell Thruster,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.",Strength,Shoulders,Barbell,Intermediate,,
2480,Single-arm incline cable cross-over,"The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.",Strength,Shoulders,Barbell,Intermediate,,
2481,Barbell bear complex,"The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds.",Strength,Shoulders,Barbell,Intermediate,,
2482,30 Shoulders Barbell Shrug,,Strength,Shoulders,Barbell,Intermediate,,
2483,30 Shoulders Incline Face-Up Straight-Bar Front Raise,,Strength,Shoulders,Barbell,Intermediate,,
2484,30 Shoulders Seated Dumbbell Shoulder Press,,Strength,Shoulders,Barbell,Intermediate,,
2485,30 Shoulders Standing Behind-The-Head Shoulder Press,,Strength,Shoulders,Barbell,Intermediate,,
